name,team,level,age,playerid,playeridlevel,date,playeridunique
Adam Hackenberg,CHW,A+,22,sa3017041,sa3017041-A+,2022-06-01,sa3017041-A+-2022-06-01-CHW
Henry Davis,PIT,AA,22,sa3017042,sa3017042-AA,2022-06-01,sa3017042-AA-2022-06-01-PIT
Henry Davis,PIT,A+,22,sa3017042,sa3017042-A+,2022-06-01,sa3017042-A+-2022-06-01-PIT
Michael Trautwein,CIN,A+,22,sa3017043,sa3017043-A+,2022-06-01,sa3017043-A+-2022-06-01-CIN
Alex Binelas,BOS,A+,22,sa3017044,sa3017044-A+,2022-06-01,sa3017044-A+-2022-06-01-BOS
Wes Clarke,MIL,A+,22,sa3017045,sa3017045-A+,2022-06-01,sa3017045-A+-2022-06-01-MIL
Zack Raabe,MIL,A,22,sa3017046,sa3017046-A,2022-06-01,sa3017046-A-2022-06-01-MIL
Sal Frelick,MIL,A+,22,sa3017047,sa3017047-A+,2022-06-01,sa3017047-A+-2022-06-01-MIL
Sal Frelick,MIL,AA,22,sa3017047,sa3017047-AA,2022-06-01,sa3017047-AA-2022-06-01-MIL
Michael Sandle,HOU,A+,23,sa3017048,sa3017048-A+,2022-06-01,sa3017048-A+-2022-06-01-HOU
Joey Loperfido,HOU,A,23,sa3017050,sa3017050-A,2022-06-01,sa3017050-A-2022-06-01-HOU
Ethan Murray,MIL,A+,22,sa3017051,sa3017051-A+,2022-06-01,sa3017051-A+-2022-06-01-MIL
Ruben Ibarra,CIN,A,23,sa3017053,sa3017053-A,2022-06-01,sa3017053-A-2022-06-01-CIN
Justyn-Henry Malloy,ATL,A+,22,sa3017073,sa3017073-A+,2022-06-01,sa3017073-A+-2022-06-01-ATL
Christian Robinson,ATL,A+,22,sa3017074,sa3017074-A+,2022-06-01,sa3017074-A+-2022-06-01-ATL
Luke Waddell,ATL,AA,23,sa3017075,sa3017075-AA,2022-06-01,sa3017075-AA-2022-06-01-ATL
Drake Osborn,NYM,A,23,sa3017077,sa3017077-A,2022-06-01,sa3017077-A-2022-06-01-NYM
Riley Tirotta,TOR,A+,23,sa3017078,sa3017078-A+,2022-06-01,sa3017078-A+-2022-06-01-TOR
Will Wagner,HOU,A+,23,sa3017079,sa3017079-A+,2022-06-01,sa3017079-A+-2022-06-01-HOU
Cal Conley,ATL,A,22,sa3017080,sa3017080-A,2022-06-01,sa3017080-A-2022-06-01-ATL
Wyatt Young,NYM,A+,22,sa3017081,sa3017081-A+,2022-06-01,sa3017081-A+-2022-06-01-NYM
Wyatt Young,NYM,AA,22,sa3017081,sa3017081-AA,2022-06-01,sa3017081-AA-2022-06-01-NYM
Wyatt Young,NYM,AAA,22,sa3017081,sa3017081-AAA,2022-06-01,sa3017081-AAA-2022-06-01-NYM
Justin Guerrera,NYM,A,22,sa3017082,sa3017082-A,2022-06-01,sa3017082-A-2022-06-01-NYM
Cam Williams,KCR,A+,24,sa3017107,sa3017107-A+,2022-06-01,sa3017107-A+-2022-06-01-KCR
Hayden Jones,CIN,A,22,sa3017108,sa3017108-A,2022-06-01,sa3017108-A-2022-06-01-CIN
Tyler Miller,BOS,A,22,sa3017109,sa3017109-A,2022-06-01,sa3017109-A-2022-06-01-BOS
Peyton Wilson,KCR,A+,22,sa3017110,sa3017110-A+,2022-06-01,sa3017110-A+-2022-06-01-KCR
Dillan Shrum,KCR,A+,24,sa3017111,sa3017111-A+,2022-06-01,sa3017111-A+-2022-06-01-KCR
Parker Bates,KCR,A+,24,sa3017112,sa3017112-A+,2022-06-01,sa3017112-A+-2022-06-01-KCR
Phillip Sikes,BOS,A,23,sa3017113,sa3017113-A,2022-06-01,sa3017113-A-2022-06-01-BOS
Marcelo Mayer,BOS,A,19,sa3017114,sa3017114-A,2022-06-01,sa3017114-A-2022-06-01-BOS
Shawn Goosenberg,CHW,A+,22,sa3017116,sa3017116-A+,2022-06-01,sa3017116-A+-2022-06-01-CHW
River Town,KCR,A,22,sa3017118,sa3017118-A,2022-06-01,sa3017118-A-2022-06-01-KCR
Bennett Hostetler,MIA,A+,24,sa3017120,sa3017120-A+,2022-06-01,sa3017120-A+-2022-06-01-MIA
Austin Gauthier,LAD,A,23,sa3017121,sa3017121-A,2022-06-01,sa3017121-A-2022-06-01-LAD
Sam Praytor,MIA,A,23,sa3017151,sa3017151-A,2022-06-01,sa3017151-A-2022-06-01-MIA
Donta' Williams,BAL,A+,23,sa3017152,sa3017152-A+,2022-06-01,sa3017152-A+-2022-06-01-BAL
Matt McLain,CIN,AA,22,sa3017154,sa3017154-AA,2022-06-01,sa3017154-AA-2022-06-01-CIN
Robby Martin Jr.,COL,A+,22,sa3017155,sa3017155-A+,2022-06-01,sa3017155-A+-2022-06-01-COL
Connor Pavolony,BAL,A+,22,sa3017156,sa3017156-A+,2022-06-01,sa3017156-A+-2022-06-01-BAL
EJ Andrews Jr.,COL,A,21,sa3017157,sa3017157-A,2022-06-01,sa3017157-A-2022-06-01-COL
Cody Morissette,MIA,A+,22,sa3017158,sa3017158-A+,2022-06-01,sa3017158-A+-2022-06-01-MIA
Nic Kent,COL,A+,22,sa3017160,sa3017160-A+,2022-06-01,sa3017160-A+-2022-06-01-COL
Benjamin Sems,COL,A+,24,sa3017161,sa3017161-A+,2022-06-01,sa3017161-A+-2022-06-01-COL
John Rhodes,BAL,A+,21,sa3017162,sa3017162-A+,2022-06-01,sa3017162-A+-2022-06-01-BAL
Wyatt Hendrie,PIT,A,23,sa3017163,sa3017163-A,2022-06-01,sa3017163-A-2022-06-01-PIT
Braxton Fulford,COL,A,23,sa3017164,sa3017164-A,2022-06-01,sa3017164-A-2022-06-01-COL
Zach Kokoska,COL,A,23,sa3017165,sa3017165-A,2022-06-01,sa3017165-A-2022-06-01-COL
Juan Gonzalez,TOR,A,21,sa3017166,sa3017166-A,2022-06-01,sa3017166-A-2022-06-01-TOR
Cameron Cauley,TEX,A,19,sa3017167,sa3017167-A,2022-06-01,sa3017167-A-2022-06-01-TEX
Benny Montgomery,COL,A,19,sa3017169,sa3017169-A,2022-06-01,sa3017169-A-2022-06-01-COL
Colson Montgomery,CHW,A,20,sa3017170,sa3017170-A,2022-06-01,sa3017170-A-2022-06-01-CHW
Ian Moller,TEX,A,19,sa3017171,sa3017171-A,2022-06-01,sa3017171-A-2022-06-01-TEX
Wes Kath,CHW,A,19,sa3017172,sa3017172-A,2022-06-01,sa3017172-A-2022-06-01-CHW
Hunter Goodman,COL,A,22,sa3017173,sa3017173-A,2022-06-01,sa3017173-A-2022-06-01-COL
Garrett Spain,TOR,A+,21,sa3017174,sa3017174-A+,2022-06-01,sa3017174-A+-2022-06-01-TOR
Collin Burns,BAL,A+,22,sa3017176,sa3017176-A+,2022-06-01,sa3017176-A+-2022-06-01-BAL
Damon Keith,LAD,A,22,sa3017179,sa3017179-A,2022-06-01,sa3017179-A-2022-06-01-LAD
Trendon Craig,BAL,A,21,sa3017181,sa3017181-A,2022-06-01,sa3017181-A-2022-06-01-BAL
Caleb Durbin,ATL,A,22,sa3017183,sa3017183-A,2022-06-01,sa3017183-A-2022-06-01-ATL
Jason Ruffcorn,PHI,A+,23,sa3017193,sa3017193-A+,2022-06-01,sa3017193-A+-2022-06-01-PHI
Kyle Lovelace,LAA,A+,23,sa3017213,sa3017213-A+,2022-06-01,sa3017213-A+-2022-06-01-LAA
Rowdey Jordan,NYM,A+,23,sa3017214,sa3017214-A+,2022-06-01,sa3017214-A+-2022-06-01-NYM
Quincy Hamilton,HOU,A+,24,sa3017215,sa3017215-A+,2022-06-01,sa3017215-A+-2022-06-01-HOU
Quincy Hamilton,HOU,A,24,sa3017215,sa3017215-A,2022-06-01,sa3017215-A-2022-06-01-HOU
Ryan Higgins,BAL,A,22,sa3017220,sa3017220-A,2022-06-01,sa3017220-A-2022-06-01-BAL
Adam Zebrowski,ATL,A,21,sa3017221,sa3017221-A,2022-06-01,sa3017221-A-2022-06-01-ATL
Drew Swift,OAK,A+,23,sa3017281,sa3017281-A+,2022-06-01,sa3017281-A+-2022-06-01-OAK
Vaun Brown,SFG,A,24,sa3017282,sa3017282-A,2022-06-01,sa3017282-A-2022-06-01-SFG
CJ Rodriguez,OAK,A,21,sa3017283,sa3017283-A,2022-06-01,sa3017283-A-2022-06-01-OAK
Shane McGuire,OAK,A,23,sa3017284,sa3017284-A,2022-06-01,sa3017284-A-2022-06-01-OAK
Zack Gelof,OAK,AA,22,sa3017286,sa3017286-AA,2022-06-01,sa3017286-AA-2022-06-01-OAK
BJ Murray Jr.,CHC,A,22,sa3017287,sa3017287-A,2022-06-01,sa3017287-A-2022-06-01-CHC
Liam Spence,CHC,A,24,sa3017289,sa3017289-A,2022-06-01,sa3017289-A-2022-06-01-CHC
Max Muncy,OAK,A,19,sa3017290,sa3017290-A,2022-06-01,sa3017290-A-2022-06-01-OAK
Peter Matt,CHC,A,24,sa3017291,sa3017291-A,2022-06-01,sa3017291-A-2022-06-01-CHC
Jonny Butler,OAK,A+,23,sa3017292,sa3017292-A+,2022-06-01,sa3017292-A+-2022-06-01-OAK
Brett Harris,OAK,AA,24,sa3017293,sa3017293-AA,2022-06-01,sa3017293-AA-2022-06-01-OAK
Brett Harris,OAK,A+,24,sa3017293,sa3017293-A+,2022-06-01,sa3017293-A+-2022-06-01-OAK
James Triantos,CHC,A,19,sa3017295,sa3017295-A,2022-06-01,sa3017295-A-2022-06-01-CHC
Gil Luna,CHW,A+,22,sa3017301,sa3017301-A+,2022-06-01,sa3017301-A+-2022-06-01-CHW
Straton Podaras,LAA,A+,24,sa3017322,sa3017322-A+,2022-06-01,sa3017322-A+-2022-06-01-LAA
Elijah Cabell,STL,A,23,sa3017323,sa3017323-A,2022-06-01,sa3017323-A-2022-06-01-STL
Nick Brueser,OAK,A,23,sa3017324,sa3017324-A,2022-06-01,sa3017324-A-2022-06-01-OAK
Kier Meredith,BOS,A,22,sa3017325,sa3017325-A,2022-06-01,sa3017325-A-2022-06-01-BOS
Damiano Palmegiani,TOR,A,22,sa3017326,sa3017326-A,2022-06-01,sa3017326-A-2022-06-01-TOR
Mike Peabody,LAA,A+,23,sa3017327,sa3017327-A+,2022-06-01,sa3017327-A+-2022-06-01-LAA
Matheu Nelson,CIN,A+,23,sa3017328,sa3017328-A+,2022-06-01,sa3017328-A+-2022-06-01-CIN
Ethan Wilson,PHI,A+,22,sa3017329,sa3017329-A+,2022-06-01,sa3017329-A+-2022-06-01-PHI
T.J. Rumfield,NYY,A+,22,sa3017330,sa3017330-A+,2022-06-01,sa3017330-A+-2022-06-01-NYY
Dru Baker,TBR,A,22,sa3017331,sa3017331-A,2022-06-01,sa3017331-A-2022-06-01-TBR
Dru Baker,TBR,A+,22,sa3017331,sa3017331-A+,2022-06-01,sa3017331-A+-2022-06-01-TBR
Braiden Ward,COL,A,23,sa3017332,sa3017332-A,2022-06-01,sa3017332-A-2022-06-01-COL
Braiden Ward,COL,A+,23,sa3017332,sa3017332-A+,2022-06-01,sa3017332-A+-2022-06-01-COL
Luke Brown,PIT,A,23,sa3017333,sa3017333-A,2022-06-01,sa3017333-A-2022-06-01-PIT
Matt Rudick,NYM,A+,23,sa3017334,sa3017334-A+,2022-06-01,sa3017334-A+-2022-06-01-NYM
Niko Kavadas,BOS,A,23,sa3017337,sa3017337-A,2022-06-01,sa3017337-A-2022-06-01-BOS
Terrell Tatum,CHW,A,22,sa3017338,sa3017338-A,2022-06-01,sa3017338-A-2022-06-01-CHW
Terrell Tatum,CHW,A+,22,sa3017338,sa3017338-A+,2022-06-01,sa3017338-A+-2022-06-01-CHW
Carter Jensen,KCR,A,18,sa3017339,sa3017339-A,2022-06-01,sa3017339-A-2022-06-01-KCR
Freylin Minyety,PHI,AA,22,sa3017341,sa3017341-AA,2022-06-01,sa3017341-AA-2022-06-01-PHI
Freylin Minyety,PHI,A,22,sa3017341,sa3017341-A,2022-06-01,sa3017341-A-2022-06-01-PHI
Kyle Manzardo,TBR,A+,21,sa3017342,sa3017342-A+,2022-06-01,sa3017342-A+-2022-06-01-TBR
Jared Carr,PHI,A+,23,sa3017343,sa3017343-A+,2022-06-01,sa3017343-A+-2022-06-01-PHI
Josh Crouch,DET,A,23,sa3017370,sa3017370-A,2022-06-01,sa3017370-A-2022-06-01-DET
Josh Crouch,DET,A+,23,sa3017370,sa3017370-A+,2022-06-01,sa3017370-A+-2022-06-01-DET
JT Schwartz,NYM,A+,22,sa3017371,sa3017371-A+,2022-06-01,sa3017371-A+-2022-06-01-NYM
Paul McIntosh,MIA,AA,24,sa3017372,sa3017372-AA,2022-06-01,sa3017372-AA-2022-06-01-MIA
Kyler Castillo,MIA,A,24,sa3017373,sa3017373-A,2022-06-01,sa3017373-A-2022-06-01-MIA
Kyler Castillo,MIA,A+,24,sa3017373,sa3017373-A+,2022-06-01,sa3017373-A+-2022-06-01-MIA
Joe Mack,MIA,A,19,sa3017374,sa3017374-A,2022-06-01,sa3017374-A-2022-06-01-MIA
Tyler Whitaker,HOU,A,19,sa3017376,sa3017376-A,2022-06-01,sa3017376-A-2022-06-01-HOU
Jack Winkler,OAK,A+,23,sa3017393,sa3017393-A+,2022-06-01,sa3017393-A+-2022-06-01-OAK
Luca Tresh,KCR,A+,22,sa3017394,sa3017394-A+,2022-06-01,sa3017394-A+-2022-06-01-KCR
Justice Thompson,CIN,A,21,sa3017395,sa3017395-A,2022-06-01,sa3017395-A-2022-06-01-CIN
Justice Thompson,CIN,A+,21,sa3017395,sa3017395-A+,2022-06-01,sa3017395-A+-2022-06-01-CIN
Jose Torres,CIN,A+,22,sa3017396,sa3017396-A+,2022-06-01,sa3017396-A+-2022-06-01-CIN
Brenden Dixon,PIT,A,21,sa3017397,sa3017397-A,2022-06-01,sa3017397-A-2022-06-01-PIT
Nathan Hickey,BOS,A,22,sa3017398,sa3017398-A,2022-06-01,sa3017398-A-2022-06-01-BOS
Mariano Ricciardi,OAK,A,24,sa3017399,sa3017399-A,2022-06-01,sa3017399-A-2022-06-01-OAK
Mike Jarvis,PIT,A,24,sa3017401,sa3017401-A,2022-06-01,sa3017401-A-2022-06-01-PIT
Jack-Thomas Wold,NYM,A,22,sa3017402,sa3017402-A,2022-06-01,sa3017402-A-2022-06-01-NYM
Jay Allen II,CIN,A,19,sa3017403,sa3017403-A,2022-06-01,sa3017403-A-2022-06-01-CIN
Denzel Clarke,OAK,A,22,sa3017426,sa3017426-A,2022-06-01,sa3017426-A-2022-06-01-OAK
Anthony Quirion,PHI,A,24,sa3017477,sa3017477-A,2022-06-01,sa3017477-A-2022-06-01-PHI
Jackson Glenn,PIT,A+,24,sa3017478,sa3017478-A+,2022-06-01,sa3017478-A+-2022-06-01-PIT
Casey Opitz,CHC,A+,23,sa3017509,sa3017509-A+,2022-06-01,sa3017509-A+-2022-06-01-CHC
Tucker Mitchell,TEX,A,21,sa3017511,sa3017511-A,2022-06-01,sa3017511-A-2022-06-01-TEX
Noah Miller,MIN,A,19,sa3017512,sa3017512-A,2022-06-01,sa3017512-A-2022-06-01-MIN
Kahlil Watson,MIA,A,19,sa3017513,sa3017513-A,2022-06-01,sa3017513-A-2022-06-01-MIA
Steven Williams,WSN,A,23,sa3017553,sa3017553-A,2022-06-01,sa3017553-A-2022-06-01-WSN
Darren Baker,WSN,A+,23,sa3017554,sa3017554-A+,2022-06-01,sa3017554-A+-2022-06-01-WSN
Pat Winkel,MIN,A+,22,sa3017556,sa3017556-A+,2022-06-01,sa3017556-A+-2022-06-01-MIN
Branden Boissiere,WSN,A,22,sa3017558,sa3017558-A,2022-06-01,sa3017558-A-2022-06-01-WSN
Kyler Fedko,MIN,A+,22,sa3017561,sa3017561-A+,2022-06-01,sa3017561-A+-2022-06-01-MIN
Kyler Fedko,MIN,A,22,sa3017561,sa3017561-A,2022-06-01,sa3017561-A-2022-06-01-MIN
Creed Willems,BAL,A,19,sa3017562,sa3017562-A,2022-06-01,sa3017562-A-2022-06-01-BAL
Jacob Young,WSN,A,22,sa3017563,sa3017563-A,2022-06-01,sa3017563-A-2022-06-01-WSN
Jake Sullivan,WSN,A,24,sa3017604,sa3017604-A,2022-06-01,sa3017604-A-2022-06-01-WSN
Andres Sosa,TOR,A+,24,sa3017605,sa3017605-A+,2022-06-01,sa3017605-A+-2022-06-01-TOR
Justin Farmer,SDP,A,23,sa3017622,sa3017622-A,2022-06-01,sa3017622-A-2022-06-01-SDP
Tyler Black,MIL,A+,21,sa3017623,sa3017623-A+,2022-06-01,sa3017623-A+-2022-06-01-MIL
Noah Cardenas,MIN,A,22,sa3017624,sa3017624-A,2022-06-01,sa3017624-A-2022-06-01-MIN
Edwin Arroyo,SEA,A,18,sa3017626,sa3017626-A,2022-06-01,sa3017626-A-2022-06-01-SEA
Harry Ford,SEA,A,19,sa3017627,sa3017627-A,2022-06-01,sa3017627-A-2022-06-01-SEA
Anthony Vilar,SDP,A+,23,sa3017660,sa3017660-A+,2022-06-01,sa3017660-A+-2022-06-01-SDP
Logan Cerny,HOU,A,22,sa3017661,sa3017661-A,2022-06-01,sa3017661-A-2022-06-01-HOU
Jordan Lawlar,ARI,A,19,sa3017662,sa3017662-A,2022-06-01,sa3017662-A-2022-06-01-ARI
Aaron Zavala,TEX,A+,22,sa3017665,sa3017665-A+,2022-06-01,sa3017665-A+-2022-06-01-TEX
Brady House,WSN,A,19,sa3017694,sa3017694-A,2022-06-01,sa3017694-A-2022-06-01-WSN
T.J. White,WSN,A,18,sa3017697,sa3017697-A,2022-06-01,sa3017697-A-2022-06-01-WSN
Ryne Moore,MIL,A,23,sa3017725,sa3017725-A,2022-06-01,sa3017725-A-2022-06-01-MIL
Jake Fox,CLE,A,19,sa3017734,sa3017734-A,2022-06-01,sa3017734-A-2022-06-01-CLE
Connor Kokx,CLE,A+,22,sa3017735,sa3017735-A+,2022-06-01,sa3017735-A+-2022-06-01-CLE
Christian Encarnacion-Strand,MIN,A+,22,sa3017756,sa3017756-A+,2022-06-01,sa3017756-A+-2022-06-01-MIN
Jake Rucker,MIN,A,22,sa3017757,sa3017757-A,2022-06-01,sa3017757-A-2022-06-01-MIN
Mason Auer,TBR,A,21,sa3017791,sa3017791-A,2022-06-01,sa3017791-A-2022-06-01-TBR
Ryan Spikes,TBR,A,19,sa3017792,sa3017792-A,2022-06-01,sa3017792-A-2022-06-01-TBR
Carson Williams,TBR,A,19,sa3017795,sa3017795-A,2022-06-01,sa3017795-A-2022-06-01-TBR
Nick Thornquist,CHW,A,24,sa3017796,sa3017796-A,2022-06-01,sa3017796-A-2022-06-01-CHW
Colby Smelley,CHW,A,22,sa3017797,sa3017797-A,2022-06-01,sa3017797-A-2022-06-01-CHW
Tristan Peters,MIL,A+,22,sa3017851,sa3017851-A+,2022-06-01,sa3017851-A+-2022-06-01-MIL
Bobby Seymour,TBR,A,23,sa3017852,sa3017852-A,2022-06-01,sa3017852-A-2022-06-01-TBR
Hao Yu Lee,PHI,A,19,sa3017863,sa3017863-A,2022-06-01,sa3017863-A-2022-06-01-PHI
Mikey Perez,MIN,A,22,sa3017901,sa3017901-A,2022-06-01,sa3017901-A-2022-06-01-MIN
Ernie Yake,MIN,A,24,sa3017902,sa3017902-A,2022-06-01,sa3017902-A-2022-06-01-MIN
Ernie Yake,MIN,AAA,24,sa3017902,sa3017902-AAA,2022-06-01,sa3017902-AAA-2022-06-01-MIN
Ernie Yake,MIN,AA,24,sa3017902,sa3017902-AA,2022-06-01,sa3017902-AA-2022-06-01-MIN
Dillon Tatum,MIN,A,22,sa3017903,sa3017903-A,2022-06-01,sa3017903-A-2022-06-01-MIN
Zac Fascia,CLE,A+,23,sa3018001,sa3018001-A+,2022-06-01,sa3018001-A+-2022-06-01-CLE
Zac Fascia,CLE,AAA,23,sa3018001,sa3018001-AAA,2022-06-01,sa3018001-AAA-2022-06-01-CLE
Seth Caddell,CLE,AA,23,sa3018009,sa3018009-AA,2022-06-01,sa3018009-AA-2022-06-01-CLE
Seth Caddell,CLE,A+,23,sa3018009,sa3018009-A+,2022-06-01,sa3018009-A+-2022-06-01-CLE
Brady Allen,MIA,A,22,sa3018098,sa3018098-A,2022-06-01,sa3018098-A-2022-06-01-MIA
Oscar Colas,CHW,A+,23,sa3018099,sa3018099-A+,2022-06-01,sa3018099-A+-2022-06-01-CHW
Cesar Prieto,BAL,AA,23,sa3018100,sa3018100-AA,2022-06-01,sa3018100-AA-2022-06-01-BAL
Cesar Prieto,BAL,A+,23,sa3018100,sa3018100-A+,2022-06-01,sa3018100-A+-2022-06-01-BAL
Jaxon Hallmark,HOU,A,23,sa3018101,sa3018101-A,2022-06-01,sa3018101-A-2022-06-01-HOU
Karl Ellison,PHI,A+,27,sa3018120,sa3018120-A+,2022-06-01,sa3018120-A+-2022-06-01-PHI
Myles Miller,SEA,A+,26,sa3018121,sa3018121-A+,2022-06-01,sa3018121-A+-2022-06-01-SEA
Jordan Howard,ARI,AA,26,sa3018122,sa3018122-AA,2022-06-01,sa3018122-AA-2022-06-01-ARI
Dylan Neuse,MIN,A,23,sa3018123,sa3018123-A,2022-06-01,sa3018123-A-2022-06-01-MIN
Joe Deluca,CIN,AAA,26,sa3018124,sa3018124-AAA,2022-06-01,sa3018124-AAA-2022-06-01-CIN
Joe Deluca,CIN,A,26,sa3018124,sa3018124-A,2022-06-01,sa3018124-A-2022-06-01-CIN
Jason Matthews,CHW,A+,25,sa3018152,sa3018152-A+,2022-06-01,sa3018152-A+-2022-06-01-CHW
Vojtech Mensik,LAA,A,24,sa3018153,sa3018153-A,2022-06-01,sa3018153-A-2022-06-01-LAA
Jamal O'Guinn,CIN,A,23,sa3018208,sa3018208-A,2022-06-01,sa3018208-A-2022-06-01-CIN
Roby Enriquez,ARI,A+,25,sa3018209,sa3018209-A+,2022-06-01,sa3018209-A+-2022-06-01-ARI
Roby Enriquez,ARI,AA,25,sa3018209,sa3018209-AA,2022-06-01,sa3018209-AA-2022-06-01-ARI
Kyle Hayes,KCR,A+,24,sa3018212,sa3018212-A+,2022-06-01,sa3018212-A+-2022-06-01-KCR
Kyle Hayes,KCR,A,24,sa3018212,sa3018212-A,2022-06-01,sa3018212-A-2022-06-01-KCR
Alsander Womack,CHW,A,23,sa3018214,sa3018214-A,2022-06-01,sa3018214-A-2022-06-01-CHW
Alsander Womack,CHW,A+,23,sa3018214,sa3018214-A+,2022-06-01,sa3018214-A+-2022-06-01-CHW
Roque Salinas,TOR,A,19,sa3018215,sa3018215-A,2022-06-01,sa3018215-A-2022-06-01-TOR
Dondrei Hubbard,WSN,AA,27,sa3018218,sa3018218-AA,2022-06-01,sa3018218-AA-2022-06-01-WSN
Wyatt Hoffman,SDP,AA,23,sa3018219,sa3018219-AA,2022-06-01,sa3018219-AA-2022-06-01-SDP
Michael Green,SDP,A,24,sa3018240,sa3018240-A,2022-06-01,sa3018240-A-2022-06-01-SDP
Max Hewitt,LAD,A+,24,sa3018243,sa3018243-A+,2022-06-01,sa3018243-A+-2022-06-01-LAD
Christian Sepulveda,LAA,A+,24,sa3018244,sa3018244-A+,2022-06-01,sa3018244-A+-2022-06-01-LAA
Gaige Howard,LAD,A,24,sa3018245,sa3018245-A,2022-06-01,sa3018245-A-2022-06-01-LAD
Andy Otero,MIL,AA,30,sa506550,sa506550-AA,2022-06-01,sa506550-AA-2022-06-01-MIL
Ali Castillo,PHI,AA,33,sa507143,sa507143-AA,2022-06-01,sa507143-AA-2022-06-01-PHI
Ali Castillo,PHI,AAA,33,sa507143,sa507143-AAA,2022-06-01,sa507143-AAA-2022-06-01-PHI
Aderlin Rodriguez,SDP,AAA,30,sa511026,sa511026-AAA,2022-06-01,sa511026-AAA-2022-06-01-SDP
Matt Lipka,WSN,AAA,30,sa548175,sa548175-AAA,2022-06-01,sa548175-AAA-2022-06-01-WSN
Kellin Deglan,TOR,AAA,30,sa548189,sa548189-AAA,2022-06-01,sa548189-AAA-2022-06-01-TOR
Drew Maggi,PHI,AAA,33,sa549144,sa549144-AAA,2022-06-01,sa549144-AAA-2022-06-01-PHI
Ryan Casteel,ATL,AAA,31,sa549286,sa549286-AAA,2022-06-01,sa549286-AAA-2022-06-01-ATL
D.J. Peterson,COL,AAA,30,sa549926,sa549926-AAA,2022-06-01,sa549926-AAA-2022-06-01-COL
Wilson Garcia,WSN,AA,28,sa596287,sa596287-AA,2022-06-01,sa596287-AA-2022-06-01-WSN
Esteban Quiroz,CHC,AAA,30,sa596560,sa596560-AAA,2022-06-01,sa596560-AAA-2022-06-01-CHC
Jecksson Flores,WSN,AA,28,sa597007,sa597007-AA,2022-06-01,sa597007-AA-2022-06-01-WSN
Hamlet Marte,LAD,AAA,28,sa597218,sa597218-AAA,2022-06-01,sa597218-AAA-2022-06-01-LAD
Drew Stankiewicz,ARI,AA,29,sa599531,sa599531-AA,2022-06-01,sa599531-AA-2022-06-01-ARI
Joey Meneses,WSN,AAA,30,sa604598,sa604598-AAA,2022-06-01,sa604598-AAA-2022-06-01-WSN
Angelo Castellano,KCR,AAA,27,sa657521,sa657521-AAA,2022-06-01,sa657521-AAA-2022-06-01-KCR
Santiago Chavez,MIA,AA,26,sa657706,sa657706-AA,2022-06-01,sa657706-AA-2022-06-01-MIA
Clint Coulter,STL,AAA,28,sa657922,sa657922-AAA,2022-06-01,sa657922-AAA-2022-06-01-STL
Jameson Fisher,CHW,AAA,28,sa658576,sa658576-AAA,2022-06-01,sa658576-AAA-2022-06-01-CHW
C.J. Hinojosa,SDP,AAA,27,sa658616,sa658616-AAA,2022-06-01,sa658616-AAA-2022-06-01-SDP
Josh Lester,DET,AAA,27,sa658811,sa658811-AAA,2022-06-01,sa658811-AAA-2022-06-01-DET
Tyler Krieger,ATL,AA,28,sa658994,sa658994-AA,2022-06-01,sa658994-AA-2022-06-01-ATL
Wynton Bernard,COL,AAA,31,sa658999,sa658999-AAA,2022-06-01,sa658999-AAA-2022-06-01-COL
Zach Remillard,CHW,AAA,28,sa659077,sa659077-AAA,2022-06-01,sa659077-AAA-2022-06-01-CHW
Elier Hernandez,TEX,AAA,27,sa659238,sa659238-AAA,2022-06-01,sa659238-AAA-2022-06-01-TEX
Cole Sturgeon,MIN,AAA,30,sa709546,sa709546-AAA,2022-06-01,sa709546-AAA-2022-06-01-MIN
Cole Sturgeon,MIN,AA,30,sa709546,sa709546-AA,2022-06-01,sa709546-AA-2022-06-01-MIN
David Rodriguez,TBR,AAA,26,sa735825,sa735825-AAA,2022-06-01,sa735825-AAA-2022-06-01-TBR
Jhonny Pereda,SFG,AAA,26,sa735866,sa735866-AAA,2022-06-01,sa735866-AAA-2022-06-01-SFG
Ray-Patrick Didder,MIA,AA,27,sa736824,sa736824-AA,2022-06-01,sa736824-AA-2022-06-01-MIA
Aldrem Corredor,PHI,AA,26,sa736852,sa736852-AA,2022-06-01,sa736852-AA-2022-06-01-PHI
Aldrem Corredor,PHI,A,26,sa736852,sa736852-A,2022-06-01,sa736852-A-2022-06-01-PHI
Michael Beltre,NYY,AAA,26,sa736945,sa736945-AAA,2022-06-01,sa736945-AAA-2022-06-01-NYY
Michael Beltre,NYY,AA,26,sa736945,sa736945-AA,2022-06-01,sa736945-AA-2022-06-01-NYY
Luis Liberato,SDP,AAA,26,sa737020,sa737020-AAA,2022-06-01,sa737020-AAA-2022-06-01-SDP
Riley Unroe,SEA,AA,26,sa737614,sa737614-AA,2022-06-01,sa737614-AA-2022-06-01-SEA
Ben DeLuzio,STL,AAA,27,sa737626,sa737626-AAA,2022-06-01,sa737626-AAA-2022-06-01-STL
Thomas Milone,SDP,AA,27,sa737640,sa737640-AA,2022-06-01,sa737640-AA-2022-06-01-SDP
Thomas Milone,SDP,AAA,27,sa737640,sa737640-AAA,2022-06-01,sa737640-AAA-2022-06-01-SDP
